"","NAME","Description","Status","Long","Lat","Elev","country","continent","city","pname","citiname","countryname"
"855","Lublin, Poland - Lubelski Rowerów Miejski","https://lubelskirower.pl/en<br>O'Brien Bike share Map (http://bikes.oobrien.com/lublin/)<br>CityBik.es Map (https://citybik.es/map/lrm-lublin-poland-lublin)<br>400 bike 30 station <br>Launch: September 19, 2014.<br> Equipment: nextbike<br>There were two bidders for Contract: Nextbike and Warsaw BikeU Source (http://lublin.gazeta.pl/lublin/1,35640,15281039,Kto_w_Lublinie_wykona_system_roweru_miejskiego__Dwoch.html) Photo (https://twitter.com/NextbikePolska/status/507128597929529344/photo/1)","operation",22.571926,51.247142,"0","Poland","Europe","Lublin, Poland","Lubelski Rowerów Miejski","Lublin","Poland"
"856","Lucca, Italy -Bike Sharing Garfagnana","30 Pedelecs in 3 Stations<br>To Launch June 2015<br>Source 2015: http://www.lanazione.it/lucca/il-bike-sharing-diventa-realt%C3%A0-1.987467<br>In September 2013 in planning and discussion for 17 station within the historic walled citySource (http://www.luccaindiretta.it/dalla-citta/item/14927-bike-sharing-a-lucca-via-libera-al-progetto.html)","planning",10.503273,43.845051,"0","Italy","Europe","Lucca, Italy -Bike Sharing Garfagnana","Lucca, Italy -Bike Sharing Garfagnana","Lucca","Italy -Bike Sharing Garfagnana"
"857","Lucknow, Uttar Pradesh, India - ","City considering program in 2016 after citizens say they want more bicycles<br>Source: http://timesofindia.indiatimes.com/city/lucknow/On-Green-track-Cycles-on-rent-at-stands-every-300m/articleshow/52485345.cms","planning",80.9225464,26.8559298,"0","India","Asia","Lucknow, Uttar Pradesh, India - ","Lucknow, Uttar Pradesh, India - ","Lucknow, Uttar Pradesh","India - "
"858","Ludhiana, Punjab, India -","A designated Smart City in 2016 plans a 200 bikes in 12 station program for a phase 1 to expand to 1,000 bikes in 60 stations<br>Source: http://www.tribuneindia.com/news/ludhiana/community/public-bike-sharing-project-in-the-offing/318867.html","planning",75.8499527,30.9070853,"0","India","Asia","Ludhiana, Punjab, India -","Ludhiana, Punjab, India -","Ludhiana","India -"
"859","Ludwigshafen, Germany - VRNnextbike","http://www.vrnnextbike.de/de/ludwigshafen/<br>CityBik.es Map (https://citybik.es/map/nextbike-ludwigshafen)<br>40 bikes in 6 stations<br>Launch: April 15, 2015<br>Equipment: nextbike<br>Negotiation began July 2012<br>Source (http://www.morgenweb.de/region/mannheimer-morgen/metropolregion/region-tritt-in-die-pedale-1.1825638)","operation",8.435955,49.475152,"0","Germany","Europe","Ludwigshafen, Germany","VRNnextbike","Ludwigshafen","Germany"
"860","Lugano, Switzerland - Bike Sharing Lugano- Paradiso","https://www.publibike.ch/en/home.html<br>98 bikes in 12 stations<br>Launched June 29, 2010 with 58 bikes in 6 stations<br>as Velopass<br>To increase to 560 pedelecs in 46 stations in August 2016 (http://www.rsi.ch/news/ticino-e-grigioni-e-insubria/E-bike-sharing-a-Lugano-6940295.html)(http://www.tio.ch/News/Ticino/Attualita/1074986/Lugano-in-bici-un-bilancio-e-prossimi-passi/)<br>2015 Source: http://www.tio.ch/News/Ticino/Attualita/1031133/Bike-Sharing-ottava-postazione-a-Lugano-Paradiso <br>Operator: Publibike","operation",8.953857,46.00662,"0","Switzerland","Europe","Lugano, Switzerland","Bike Sharing Lugano- Paradiso","Lugano","Switzerland"
"861","Lukang Township Changhua County, Tiawan - YouBike","http://chcg.youbike.com.tw/cht/index.php<br>400 bikes in 7 stations<br>Launch: December 17, 2014<br>planning on 450 bikes in 18 stations<br>Operator: YouBike<br>Equipment: Giant","operation",120.4377937,24.0590045,"0","Taiwan","Asia","Lukang Township Changhua County, Tiawan","YouBike","Lukang Township Changhua County","Tiawan"
"862","Lund, Sweden - Lundahoj","http://lundahoj.se/en/<br>CityBik.es Map (https://citybik.es/map/lundahoj) 250 bikes in 17 stations<br>Launch August 20, 2014<br>Operator: CycloCity<br>Source (http://www.sydsvenskan.se/lund/detta-ska-lunds-lanecyklar-heta/)","operation",13.20282,55.701581,"0","Sweden","Europe","Lund, Sweden","Lundahoj","Lund","Sweden"
"863","Lüneburg, Germany - StadtRAD","Citybik.ed Map (https://citybik.es/map/callabike-luneburg)<br>60 bikes in 6 stations<br>Launch August 20, 2013 with 50 bikes in 5 stations had planned to increase to 75 bikes in 7 stations by end of 2014<br>Source (http://www.landeszeitung.de/lokales/lueneburg/news/artikel/mit-leihrad-quer-durch-die-stadt/) Source II (http://www.prestigecars.de/automobile-magazin/2013/start-von-stadtrad-luneburg-am-dienstag-20-august-2013-14-uhr/117737)<br>Operator: StadRAD <br>System: DBRent","operation",10.412121,53.249784,"0","Germany","Europe","Lüneburg, Germany","StadtRAD","Lüneburg","Germany"
"864","Lunz am See - Oberes Ybbstal, Austria - Nextbike/Leihradl","www.nextbike.at<br>CityBik.es Map (https://citybik.es/map/nextbike-oberes-ybbstal)<br>17 bikes in 4 stations<br>Launch : 2009<br>Operator: Nextbike / Leihradl<br>Equipment: Nexbike","operation",15.03685,47.8606279,"0","Austria","Europe","Lunz am See","Oberes Ybbstal, Austria","Lunz am See","Lunz am See"
"865","Luohe, Henan, China - ","Under construction for November 2014 start:1,000 bikes in 30 stations<br>Source (http://www.luohe.gov.cn/sitegroup/root/html/4028808242e463110142e5fae8421437/4a22963030be45bfaea0d29b7975e420.html)","planning",114.038086,33.575154,"0","China","Asia","Luohe, Henan, China","Luohe, Henan, China","Luohe","China"
"866","Luo Kan, Huangpu, Guangzhou, Guangdong, China - Lougang Public Bicycle","Launch April 24, 2015 with 1050 bikes in 20 station s to grow to 3,000 bike sin 60 stations Source; http://www.biketo.com/news/bikenews/22361.html","operation",113.505249,23.1738201,"0","China","Asia","Luo Kan, Huangpu, Guangzhou, Guangdong, China","Lougang Public Bicycle","Luo Kan","China"
"867","Luoyang Henan, China - Luoyang Public bicycle","1,000 bike in 35 location system <br>Launch may 27, 2013 Video (http://v.youku.com/v_show/id_XNTYyNTY5MDE2.html)<br>To expand to 5,000 bikes in 3 phasesSource (http://www.zhcw.com/gongyi/gongyihuodong/2506725.shtml)","operation",112.455368,34.62219,"0","China","Asia","Luoyang Henan, China","Luoyang Public bicycle","Luoyang Henan","China"
"868","Luxembourg, Luxembourg - Vel’oh!","http://www.veloh.lu/<br>OBrien Bike share Map (http://bikes.oobrien.com/?city=luxembourg)<br>CityBik.es map (https://citybik.es/map/veloh)<br>716 bikes in 76 stations (October 2016)<br>678 bikes in 72 stations (May 2013)<br>Launched: March 2008 with 250 <br>bikes in 25 stations <br>Operator: Cyclocity<br>Source (http://www.wort.lu/en/luxembourg/luxembourg-city-new-vel-oh-station-opens-in-kirchberg-581355aa5061e01abe83b176)(http://www.chronicle.lu/categoriesluxembourgathome/item/7814-vel-oh-public-bicycle-scheme-records-1-million-rentals)","operation",6.12977,49.611655,"0","Luxembourg","Europe","Luxembourg, Luxembourg","Vel’oh!","Luxembourg","Luxembourg"
"869","Luxi County, Pingxiang, Jiangxi, China - Luxi Bicycle Project","100 bikes in 5 stations<br>Launch: april 28, 2016<br>Source: http://px.jxnews.com.cn/system/2016/05/05/014862177.shtml","operation",114.0287519,27.6298551,"0","China","Asia","Luxi County, Pingxiang, Jiangxi, China","Luxi Bicycle Project","Luxi County","China"
"870","Luzern, Switzerland - nextbike","http://www.nextbike.ch/de/luzern/<br>CityBik.es Map (https://citybik.es/map/nextbike-luzern)<br>60 locations","operation",8.308496,47.050242,"0","Switzerland","Europe","Luzern, Switzerland","nextbike","Luzern","Switzerland"
"871","Luzern, Switzerland, Publibike","https://www.publibike.ch/en/home.htm (https://www.publibike.ch/en/home.html)l <br>4 bikes in 1 station<br>Launched Ocober 2011<br>Operator: Postbus","operation",8.310943,47.050724,"0","Switzerland","Europe","Luzern, Switzerland, Publibike","Luzern, Switzerland, Publibike","Luzern","Publibike"
"872","Lviv, Ukraine - nextbike","http://www.nextbike.com.ua/uk/lviv/<br>55 bikes in 5 stations<br>Launch: March 30, 2016<br>Pilot : October 2015<br>Operator: Veliki.ua<br>Equipment: nextbike.de<br>Source:<br>(http://ow.ly/105ghJ) http://mobility.lviv.ua/en/munitsypalnyi-prokat-velosypediv/","operation",24.0345669,49.8431303,"0","Ukraine","Europe","Lviv, Ukraine","nextbike","Lviv","Ukraine"
"873","Lyon, France - Vélo'v","http://www.velov.grandlyon.com/<br>OBrien Bike Share Map (http://bikes.oobrien.com/?city=lyon)<br>CityBik.es Maps (https://citybik.es/map/velov)<br>Photo (http://www.facebook.com/photo.php?fbid=8086776822&set=a.8086461822.24231.8085941822) Video (http://www.dailymotion.com/video/x18xmn_les-velo-v-a-lyon-et-villeurbanne_news?start=32#from=embed)<br> 4000 bikes in 343 stations<br>Launched May 19, 2005<br>Operator: JCDecaux - Cyclocity","operation",4.855957,45.752577,"0","France","Europe","Lyon, France","Vélo'v","Lyon","France"
"874","Ma'anshan City, Anhui, China - Ma'anshan Public Bicycle","www.masbicycle.com<br>http://bikes.oobrien.com/maanshan<br>5,500 bikes in 268 stations (November 2016)<br>Launch April 8, 2014<br>Awarded tender offer for 2500 bikes in 128 stations to Changzhou Wing public Bicycle System Co., in January 2014 Source (http://ah.anhuinews.com/system/2014/01/22/006285543.shtml) Source II (http://ah.anhuinews.com/system/2014/03/29/006371411.shtml) (http://www.ahwang.cn/anhui/20161101/1574466.shtml)","operation",118.507462,31.676758,"0","China","Asia","Ma'anshan City, Anhui, China","Ma'anshan Public Bicycle","Ma'anshan City","China"
"875","Maastricht, the Netherlands","Planning a program for 2015 or 2016","planning",5.6933212,50.8526667,"0","Netherlands","Europe","Maastricht, the Netherlands","Maastricht, the Netherlands","Maastricht","the Netherlands"
"876","Macon, Georgia, USA - Macon Soul Cycles","http://bike.zagster.com/macon/<br>12 bikes in 3 stations<br>Launch: September 15, 2016<br>Grant provided by Downtown Challenge set for 3 station launch on Spetember 2016<br>Equipment: Zagster<br>Source: http://www.macon.com/news/business/article97916047.html (http://www.macon.com/news/local/article102010862.html)","operation",-83.6278439,32.8369766,"0","United States of America","North America","Macon, Georgia, USA","Macon Soul Cycles","Macon","USA"
"877","Madison, Wisconsin USA - Madison B-cycle","http://madison.bcycle.com/<br>OBrien Bike Share Map (http://bikes.oobrien.com/?city=madison) CityBik.es Map (https://citybik.es/map/madison)<br>376 Bikes in 39 stations (July 2015)<br>Launched: May 22, 2011 with 265 bikes in 27 stations<br>System: B-cycle (http://host.madison.com/news/local/b-cycle-program-expands-to-west-side-stations-now-up/article_d76605db-9960-5613-8015-701bf144f170.html))","operation",-89.394379,43.071396,"0","United States of America","North America","Madison, Wisconsin USA","Madison B-cycle","Madison","Wisconsin USA"
"878","Madrid, Spain - BiciMAD","www.bicimad.com<br>CityBik.es Maps (https://citybik.es/map/bicimad)<br>2,028 pedelec bikes in 165 stations (April 2015: http://www.estrelladigital.es/articulo/espanha/madrid-tendra-mas-bicis-coche-sigue-mandando/20150401145402234616.html )<br>Launch: June 23, 2014<br>Equipment Bonopark Navarre Contract awarded for 1,580 pedelec bikes in 120 stations to be deployed May 2014 <br>Source (http://tiny.cc/02d54w) Source II (http://www.enbicipormadrid.es/2013/10/la-bici-publica-en-madrid-tendra.html) Source III (http://www.enbicipormadrid.es/2013/11/las-posibles-bicis-publicas-electricas.html)","operation",-3.698273,40.417156,"0","Spain","Europe","Madrid, Spain","BiciMAD","Madrid","Spain"
"879","Magdeburg, Germany - Nextbike","www.nextbike.de <br>O'Brien Bike Share Map (http://bikes.oobrien.com/magdeburg/)<br>CityBik.es Map (https://citybik.es/map/nextbike-magdeburg)<br>100 bikes on 21 stations<br>Launched: 2009<br>Operator nextbike GmbH","operation",11.631619,52.13006,"0","Germany","Europe","Magdeburg, Germany","Nextbike","Magdeburg","Germany"
"880","Maglie, Italy - Maglie in Bici","http://www.maglieinbici.it/<br>75 bikes in 7 stations<br>Launch: April 20, 2013<br>Operator: commune di Maglie","operation",18.298888,40.121305,"0","Italy","Europe","Maglie, Italy","Maglie in Bici","Maglie","Italy"
"881","Magnifica Comunita' Degli Altipiani Cimbri, Italy - E-Motion","22 bikes in 4 stations<br>Launched June 15, 2013<br>To be part of a regional system integrated with all public transit.Source (http://www.ladigetto.it/permalink/25742.html)","operation",11.268754,45.939885,"0","Italy","Europe","Magnifica Comunita' Degli Altipiani Cimbri, Italy","E-Motion","Magnifica Comunita' Degli Altipiani Cimbri","Italy"
"882","Mainz, Germany - MVGmainRad","http://www.mvg-mainz.de/mainzigartig-mobil/mit-mvgmeinrad.html<br>CityBik.ed Map (https://citybik.es/map/mvgmeinrad)<br>2012: 100 stations, 1000 bikes. <br>Launch: April 21, 2012<br>Operator: Mainzigartig Mobil<br>Pilot: 2011: 8 stations, 50 bikes.","operation",8.261719,49.993615,"0","Germany","Europe","Mainz, Germany","MVGmainRad","Mainz","Germany"
"883","Majadahonda, Spain - Majadahonda En Bici","http://tevabici.es/majadahonda/index.php?m=informacion&t=informacion<br>(http://tevabici.es/majadahonda/index.php?m=informacion&t=informacion)<br>220 bikes in 18 stations,<br>Launched 2011.<br>Operator: ITCL/TEVASENAL","operation",-3.872981,40.472645,"0","Spain","Europe","Majadahonda, Spain","Majadahonda En Bici","Majadahonda","Spain"
"884","Makarska, Croatia","Planning a small program od 2 or 3 stations for 2016","planning",17.0203972,43.2945747,"0",NA,NA,"Makarska, Croatia","Makarska, Croatia","Makarska","Croatia"
"885","Málaga,Spain - málagabici","http://malagabici.malaga.eu/webpublica/index.html<br>400 bikes in 23 stations<br>(August 2015)<br>175 bikes in 14 stations (March 2014 - Intergrated with bus system)<br>Launch August 5, 2013 with 62 bikes in 4 stations Source (http://www.affittivacanze-spagna.it/Malaga-provincia/articoli/malagabici-bike-sharing-e-piste-ciclabili-a-malaga)<br>To be 400 bike 16 station system <br>Operator: Cemusa<br>Source (http://www.laopiniondemalaga.es/malaga/2012/05/05/emt-refuerza-paradas-160-nuevas-marquesinas-postes/504106.html)","operation",-4.4349109,36.7210027,"0","Spain","Europe","Málaga,Spain","málagabici","Málaga,Spain","Málaga,Spain"
"886","Málaga, Spain - SmartBike","Ended 200830 bikes in 2 stations<br>Launched in 2007<br>System: Clear Channel Outdoor","stopped",-4.4035439,36.7213436,"0","Spain","Europe","Málaga, Spain","SmartBike","Málaga","Spain"
"887","Málaga (PTA), Spain - Enbici","http://www.pta.es/es/prestamo_bicicletas.cfm#.VZFcORtVhBc<br>Launched 2009.<br>7 stations, 100 bikes.<br>Operator: GREEN POWER / ITCL","operation",-4.553661,36.736133,"0","Spain","Europe","Málaga (PTA), Spain","Enbici","Málaga (PTA)","Spain"
"888","Málaga (Universidad), Spain - Tubici ","Launched 2008. Ends <br>4 bikes, 75 stations.<br>Operator: GREEN POWER / ITCL","stopped",-4.472122,36.717662,"0","Spain","Europe","Málaga (Universidad), Spain","Tubici ","Málaga (Universidad)","Spain"
"889","Malmö, Sweden - Malmö By Bike","https://www.malmobybike.se/<br>CityBik.es Map (https://citybik.es/map/malmobybike)<br>500 bikes in 50 stations<br>Launch: May 14, 2016<br>Operator & Equipment: Clear Channel<br>Source: http://www.sydsvenskan.se/2016-05-11/efter-tio-ars-vantan--nu-ar-malmos-hyrcyklar-har<br>June 2015: awards contract to Clear Channel - JCDecaux contest decision<br>Source: (http://www.skd.se/2015/06/27/cykelupphandlingen-blir-fraga-for-domstol/)<br>Issues tender in March 2015","operation",12.998414,55.6088266,"0","Sweden","Europe","Malmö, Sweden - Malmö By Bike","Malmö, Sweden - Malmö By Bike","Malmö","Sweden - Malmö By Bike"
"890","Manas, Changji, Xinjiang, China - Public Bicycle Service","100 bikes in 4 stationsLaunched May 1, 2014 (25 bikes)<br>Source (http://news.hexun.com/2014-05-03/164444765.html)","operation",86.213493,44.306407,"0","China","Asia","Manas, Changji, Xinjiang, China","Public Bicycle Service","Manas","China"
"891","Manaus, Amazonas, Brazil - ","Issuing in summer 2016 a tender for<br>110 bikes in 11 stations<br>Source: http://www.acritica.com/channels/manaus/news/manaus-ganhara-sistemas-de-bicicletas-compartilhadas-no-centro","planning",-59.982605,-3.0966359,"0","Brazil","South America","Manaus, Amazonas, Brazil - ","Manaus, Amazonas, Brazil - ","Manaus","Brazil - "
"892","Manchester, England, United Kingdom -","In December 2016, City transportation officials begin a study or a program<br>Source: http://www.manchestereveningnews.co.uk/news/manchester-getting-boris-style-bike-12269061<br>","planning",-2.2449875,53.4795673,"0","United Kingdom","Europe","Manchester, England, United Kingdom -","Manchester, England, United Kingdom -","Manchester","United Kingdom -"
"893","Manchester, New Hampshire USA","In October 2016, a movement to bring a program to the City and University<br>Source: http://www.unionleader.com/article/20161003/LOCALVOICES07/161009823","planning",-71.4567947,42.9964868,"0","United States of America","North America","Manchester, New Hampshire USA","Manchester, New Hampshire USA","Manchester","New Hampshire USA"
"894","Manerba del Garda, Italy - Bicincittà","http://bicincitta.tobike.it/default.aspx<br>CityBik.es Map (https://citybik.es/map/manerba-in-bici)<br>20 bikes and 20 Pedelecs in 7 stations<br>Launch August 2012<br>Operator: Bicincittà ","operation",10.551424,45.5502413,"0","Italy","Europe","Manerba del Garda, Italy","Bicincittà","Manerba del Garda","Italy"
"895","Manhattan Beach, California USA - Baiku ","Approved Pilot Program in the Beach communities of Manhattan, Hermosa and Redondo with expansion to Palos Verdes<br><br>Negotiations suspended Fall 2011<br>Operator: Ecotrip","planning",-118.416138,33.884097,"0",NA,NA,"Manhattan Beach, California USA","Baiku ","Manhattan Beach","California USA"
"896","Manizales, Colombia - Public Bicycle System","70 bike in 3 stations<br>Launch: November 4, 2015<br>Source: http://www.wradio.com.co/noticias/regionales/8203manizales-implementara-sistema-de-bicicletas-publicas/20151104/nota/2989746.aspx<br>","operation",-75.5186462,5.0688868,"0","Colombia","South America","Manizales, Colombia","Public Bicycle System","Manizales","Colombia"
"897","Mannheim, Germany - VRNnextbike","http://www.vrnnextbike.de/de/mannheim/<br>CityBik.es Map (https://citybik.es/map/nextbike-mannheim)<br>200 bikes in 25 stations<br>Launch: April 15, 2016<br>Equipment: nextbike<br>Negotiation began on 2012<br>Source (http://www.morgenweb.de/region/mannheimer-morgen/metropolregion/region-tritt-in-die-pedale-1.1825638)","operation",8.468571,49.480059,"0","Germany","Europe","Mannheim, Germany","VRNnextbike","Mannheim","Germany"
"898","Mantova, Italy - Bicincittà","Bicincittà (http://www.bicincitta.com/citta_v3.asp?id=53&pag=2)<br>CityBik.es Map (https://citybik.es/map/bicincitta-mantova)<br>32 bikes in 7 stations<br>Launched September 7, 2010","operation",10.788574,45.151053,"0","Italy","Europe","Mantova, Italy","Bicincittà","Mantova","Italy"
"899","Maracena (Granada), Spain - Enbici - ","Ends 2014 Launched 2010.<br>7 stations, 70 bikes.<br>Operator: GREEN POWER / ITCL","stopped",-3.63405,37.207038,"0","Spain","Europe","Maracena (Granada), Spain","Enbici","Maracena (Granada)","Spain"
"900","Marathons and Nea Makri, Greece - Marathon Cyclopolis","http://marathon.cyclopolis.gr/index.php/en/<br>CityBik.es Map (https://citybik.es/map/cyclopolis-marathon)<br>50 bikes in 4 stations<br>Launch: May 1, 2013<br>Source (http://www.silvercity.gr/index.php/podilatonea/188-genika/3417-13)<br>Operator: Cyclopolis","operation",23.97543,38.105386,"0","Greece","Europe","Marathons and Nea Makri, Greece","Marathon Cyclopolis","Marathons and Nea Makri","Greece"
"901","Marburg, Germany - Call a Bike","https://www.callabike-interaktiv.de/de/registrieren?partner=uni-marburg<br>https://mirror.asta-marburg.de/Call-a-Bike<br>230 bikes in 23 stations<br>Launch: April 1, 2014","operation",8.7706947,50.8082128,"0","Germany","Europe","Marburg, Germany","Call a Bike","Marburg","Germany"
"902","Marchegg, Austria - Nextbike/Leihradl","www.nextbike.at<br>20 bikes in 3 stations<br>Launch: 2008<br>Contracted program from 14 stations through the Marchfeld<br>Operator: Nextbike Leihradl<br>Equipment: Nextbike","operation",16.9137955,48.2587414,"0","Austria","Europe","Marchegg, Austria","Nextbike/Leihradl","Marchegg","Austria"
"903","Marciana Marina, Italy - Bicincittà","(http://www.bicincitta.com/citta_v3.asp?id=74&pag=2)<br>CityBik.es Map (https://citybik.es/map/mar-e-bici)<br>42 bikes in 4 stations<br>System: Bicincittà","operation",10.195827,42.806862,"0","Italy","Europe","Marciana Marina, Italy","Bicincittà","Marciana Marina","Italy"
"904","Marrakesh, Morocco - Medina Bike","http://www.medinabike.ma/<br>310 bikes in 10 stations<br>Launch: November 7, 2016<br>During the November 2016 Cop 22 Climate Change Conference<br>Equipment: Smoove<br>Source: (http://www.businessgreen.com/bg/news/3000103/as-delegates-touch-down-in-morocco-marrakesh-wheels-out-africas-first-bike-sharing-scheme) http://www.infomediaire.net/news/maroc/transport-durable-le-velib-arrive-marrakech","operation",-7.9851723,31.6320447,"0","Morocco","Africa","Marrakesh, Morocco","Medina Bike","Marrakesh","Morocco"
"905","Marseille, France - Le vélo","http://www.levelo-mpm.fr/<br>O'Brien Bike Share Map (http://bikes.oobrien.com/marseille/)<br>CityBik.es Map (https://citybik.es/map/le-velo)<br>1,000 bikes in 130 stations <br>Launched: October 2007 <br>Operator: Cyclocity","operation",5.381927,43.2942,"0","France","Europe","Marseille, France","Le vélo","Marseille","France"
"906","McAllen, Texas USA - B-cycle","https://mcallen.bcycle.com/<br>68 bikes in 8 stations<br>Launch: October 20, 2015<br>In December 2014 City Council approves contract with B-Cycle<br>Source: http://www.themonitor.com/news/local/who-will-use-mcallen-s-forthcoming-bike-share-program/article_275022ca-8d6e-11e4-8db1-3fb7bc1afe69.html<br>Equipment B-cycle","operation",-98.2291031,26.2019619,"0","United States of America","North America","McAllen, Texas USA","B-cycle","McAllen","Texas USA"
"907","Medellin, Colombia - En- Cicla","http://www.encicla.gov.co/Paginas/inicio.aspx<br>CityBik.es Map (https://citybik.es/map/encicla)<br>1,300 bikes in 50 stations (October 2015)<br>Pilot began September 7, 2011<br>160 bikes in 6 stations<br>March 2016 City takes over program(http://www.publimetro.co/medellin/el-area-metropolitana-de-medellin-manejara-directamente-encicla/lmkpcb!4vZAUzu1MfpPg/) Video (http://youtu.be/1L_fh9uC8yw)<br>Begins automated stations October 1, 2014 Source (http://www.caracol.com.co/noticias/regionales/medellin-cuenta-con-primera-estacion-de-autoprestamo-de-bicicletas/20140930/nota/2439089.aspx) Plans to double size in 2015<br>17 stations by November 2014 Source (http://www.caracol.com.co/noticias/regionales/medellin-inauguro-otras-cuatro-estaciones-de-bicicletas-publicas/20141024/nota/2476343.aspx)","operation",-75.581131,6.232029,"0","Colombia","South America","Medellin, Colombia","En- Cicla","Medellin","Colombia"
"908","Medford -Jackson County, Oregon, USA - Bike Share","http://zagster.com/jacksoncounty/<br>Medford, White City & Ashland<br>28 bikes in 5 stations<br>Launch: July 24, 2015<br>Equipment; Zagster<br>Source: http://www.mailtribune.com/article/20150723/NEWS/150729827","operation",-122.853241,42.3311388,"0","United States of America","North America","Medford -Jackson County, Oregon, USA","Bike Share","Medford -Jackson County","USA"
"909","Medulin, Croatia - ","Issues tender for Pedelecs in October 2015 to be interoperable with a system in Pula, Croatia<br>http://www.total-croatia-news.com/travel/1268-electric-bike-rental-system-to-cover-southern-istria","planning",13.9330673,44.8188638,"0",NA,NA,"Medulin, Croatia - ","Medulin, Croatia - ","Medulin","Croatia - "
"910","Meishan, Sichuan, China - ","Under construction in November 2016 a 90 station program<br>to Launch before 2017<br>Source: http://www.shzxgov.com/domestic/2016/1126/995190.html - http://ms.newssc.org/system/20161207/002072842.html","planning",103.8527298,30.073105,"0","China","Asia","Meishan, Sichuan, China - ","Meishan, Sichuan, China - ","Meishan","China - "
"911","Meizhou, Meixian, Guangdong, China -Meixian Public Bicycle Program","Under Construction<br>1,300 bikes in 48 stations<br>Launch: scheduled for end of October 2016<br>Source: http://mz.southcn.com/content/2016-09/07/content_155424375.htm","operation",116.1237717,24.2902344,"0","China","Asia","Meizhou, Meixian, Guangdong, China -Meixian Public Bicycle Program","Meizhou, Meixian, Guangdong, China -Meixian Public Bicycle Program","Meizhou","China -Meixian Public Bicycle Program"
"912","Melaka, Malaysia - Melaka Bike Share","http://melakabikeshare.com/<br>14 bikes in 3 stations<br>Launch: August 29, 2016<br>Equipment: Smoove","operation",102.2484255,2.193661,"0",NA,NA,"Melaka, Malaysia","Melaka Bike Share","Melaka","Malaysia"
"913","Melbourne, Victoria Australia - Melbourne Bike Share","http://www.melbournebikeshare.com.au/index.html<br>OBrien Bike Share Map (http://bikes.oobrien.com/?city=melbourne)<br>CityBik.es (https://citybik.es/map/melbourne)<br>600 bikes and 50 stations<br>Launch: May 30, 2010<br>Operator: Royal Automotive Club of Victoria<br>System: PBSC Urban Solutions","operation",144.965973,-37.821718,"0","Australia","Australia","Melbourne, Victoria Australia","Melbourne Bike Share","Melbourne","Victoria Australia"
"914","Memphis, Tennessee USA - ","In June 2015 beginning to explore a bike share systems: www.explorebikeshare.com/<br>Issues RFP in September for a vendor partner<br>(http://www.bizjournals.com/memphis/news/2015/09/22/explore-bike-share-puts-out-rfp-seeking-partner.html) Source:<br>http://www.memphisdailynews.com/news/2015/jun/1/meetings-to-explore-bike-sharing-in-memphis-start-thursday/ ","planning",-90.0394821,35.1460207,"0","United States of America","North America","Memphis, Tennessee USA - ","Memphis, Tennessee USA - ","Memphis","Tennessee USA - "
"915","Mendoza &amp; Godoy Cruz, Mendoza, Argentina - Bicing","http://www.ciudaddemendoza.gov.ar/en-la-bici/bici-mapa#titulo<br>150 bikes in 11 stations<br>(7 manned and 4 automated)<br>Launch: August 22, 2016<br>Source: http://www.cadena3.com/contenido/2016/08/22/Mendoza-estreno-las-primeras-estaciones-de-bicis-publicas-168282.asp","operation",-68.7950134,-32.8968851,"0","Argentina","South America","Mendoza &amp; Godoy Cruz, Mendoza, Argentina","Bicing","Mendoza &amp; Godoy Cruz","Argentina"
"916","Mengzi, Honghe, Yunnan, China - Mengzi City Public Bicycle","1129 bike - 74 station <br>Launch October 6, 2013 with 600 bikes in 43 stations<br>(2015 Source: http://society.yunnan.cn/html/2015-05/13/content_3728858.htm)<br>Source with photo (http://www.flyxg.com/viewnews-144076.html)Source (http://www.kaixian.tv/R3/n202392c19.shtml)","operation",103.368301,23.401505,"0","China","Asia","Mengzi, Honghe, Yunnan, China","Mengzi City Public Bicycle","Mengzi","China"
"917","Mérida (Badajoz), Spain - Bicimerida","http://www.biciudadmiranda.es/<br>Ends 2014 <br>Launched 2009.<br>5 stations, 25 bikes.<br>Operator: ITCL","stopped",-6.347265,38.916648,"0","Spain","Europe","Mérida (Badajoz), Spain","Bicimerida","Mérida (Badajoz)","Spain"
"918","Mesa, Arizona USA - Gr:d Bikes","www.gridbikes.com<br>Part of Phoenix, Arizona GRID program<br>Launch: March 17, 2016 with 100 bikes in 10 hubs<br>Operator: Cyclehop<br>Source (http://www.azcentral.com/community/mesa/articles/20130814mesa-set-roll-out-bike-share-program.html)","operation",-111.833954,33.41998,"0","United States of America","North America","Mesa, Arizona USA","Gr:d Bikes","Mesa","Arizona USA"
